"SubscriptionType","MonthlyRevenue","JoinDate","LastPaymentDate","Country","Age","Gender","Device"
"Standard",11,"20-08-22","07-07-23","Canada",39,"Male","Smartphone"
"Basic",14,"24-08-22","04-07-23","United States",50,"Female","Tablet"
"Premium",10,"28-08-22","06-07-23","United States",51,"Male","Tablet"
"Basic",15,"05-09-22","05-07-23","Canada",32,"Female","Smart TV"
"Standard",12,"10-09-22","07-07-23","United Kingdom",45,"Female","Smart TV"
"Premium",12,"11-09-22","04-07-23","Australia",31,"Female","Laptop"
"Basic",12,"14-09-22","06-07-23","Germany",44,"Male","Smartphone"
"Premium",12,"21-09-22","05-07-23","France",30,"Female","Tablet"
"Basic",13,"26-09-22","07-07-23","Brazil",44,"Female","Tablet"
"Standard",10,"30-09-22","03-07-23","Mexico",37,"Male","Tablet"
"Standard",14,"02-10-22","06-07-23","Spain",30,"Female","Tablet"
"Basic",12,"06-10-22","05-07-23","Italy",31,"Female","Smart TV"
"Premium",15,"07-10-22","06-07-23","Spain",31,"Female","Laptop"
"Basic",15,"09-10-22","06-07-23","Spain",44,"Male","Tablet"
"Standard",10,"11-10-22","05-07-23","United States",44,"Female","Smart TV"
"Premium",14,"12-10-22","05-07-23","Canada",34,"Male","Laptop"
"Basic",12,"16-10-22","06-07-23","United States",42,"Male","Laptop"
"Premium",15,"17-10-22","07-07-23","United States",33,"Male","Smartphone"
"Basic",11,"21-10-22","07-07-23","Canada",35,"Male","Smart TV"
"Standard",15,"23-10-22","06-07-23","United Kingdom",34,"Female","Laptop"
"Standard",14,"25-10-22","05-07-23","Australia",47,"Male","Tablet"
"Basic",13,"27-10-22","06-07-23","Germany",43,"Female","Laptop"
"Premium",13,"29-10-22","08-07-23","France",43,"Male","Smart TV"
"Basic",13,"01-11-22","05-07-23","Brazil",35,"Female","Smartphone"
"Standard",13,"04-11-22","06-07-23","Mexico",39,"Male","Tablet"
"Premium",10,"04-11-22","06-07-23","Spain",39,"Male","Tablet"
"Basic",11,"04-11-22","07-07-23","Italy",49,"Female","Smart TV"
"Premium",14,"05-11-22","04-07-23","Spain",30,"Male","Tablet"
"Basic",12,"02-11-22","05-07-23","Spain",31,"Female","Tablet"
"Standard",12,"03-11-22","06-07-23","United States",39,"Male","Tablet"
"Standard",14,"30-10-22","06-07-23","Canada",30,"Female","Laptop"
"Basic",13,"31-10-22","04-07-23","United States",43,"Female","Smartphone"
"Premium",10,"14-10-22","05-07-23","United States",29,"Female","Smartphone"
"Basic",14,"26-09-22","05-07-23","Canada",46,"Male","Smart TV"
"Standard",15,"17-09-22","06-07-23","United Kingdom",35,"Male","Smartphone"
"Premium",12,"16-09-22","03-07-23","Australia",30,"Male","Tablet"
"Basic",12,"12-09-22","07-07-23","Germany",39,"Female","Smart TV"
"Premium",14,"12-09-22","06-07-23","France",41,"Male","Laptop"
"Basic",12,"29-08-22","05-07-23","Brazil",27,"Male","Smartphone"
"Standard",15,"25-08-22","03-07-23","Mexico",42,"Male","Laptop"
"Standard",11,"15-08-22","06-07-23","Spain",45,"Female","Tablet"
"Basic",10,"11-08-22","07-07-23","Italy",36,"Female","Smart TV"
"Premium",12,"10-08-22","06-07-23","Spain",35,"Male","Laptop"
"Basic",13,"26-07-22","04-07-23","Spain",38,"Male","Smartphone"
"Standard",14,"19-07-22","06-07-23","United States",41,"Female","Smart TV"
"Premium",10,"17-07-22","06-07-23","Canada",43,"Male","Tablet"
"Basic",13,"17-07-22","06-07-23","United States",44,"Male","Tablet"
"Basic",10,"17-07-22","04-07-23","United States",35,"Male","Tablet"
"Basic",13,"11-07-22","06-07-23","Canada",39,"Male","Laptop"
"Standard",15,"07-07-22","05-07-23","United Kingdom",43,"Male","Smart TV"
"Premium",10,"07-07-22","06-07-23","Australia",36,"Male","Smart TV"
"Basic",11,"08-07-22","05-07-23","Germany",49,"Female","Laptop"
"Basic",12,"06-07-22","08-07-23","France",29,"Female","Smartphone"
"Premium",10,"03-07-22","04-07-23","Brazil",45,"Male","Tablet"
"Standard",11,"30-06-22","06-07-23","Mexico",44,"Female","Laptop"
"Standard",11,"27-06-22","04-07-23","Spain",40,"Female","Smart TV"
"Basic",15,"26-06-22","08-07-23","Italy",51,"Female","Smart TV"
"Premium",15,"27-06-22","05-07-23","Spain",30,"Female","Smart TV"
"Standard",14,"28-06-22","08-07-23","Spain",50,"Male","Smart TV"
"Basic",12,"30-06-22","06-07-23","United States",39,"Male","Tablet"
"Standard",11,"02-07-22","07-07-23","Canada",51,"Male","Tablet"
"Premium",10,"05-07-22","05-07-23","United States",42,"Male","Laptop"
"Basic",12,"11-07-22","07-07-23","United States",34,"Female","Tablet"
"Premium",12,"18-07-22","06-07-23","Canada",28,"Male","Tablet"
"Standard",15,"25-07-22","07-07-23","United Kingdom",43,"Male","Tablet"
"Basic",11,"28-07-22","06-07-23","Australia",27,"Female","Tablet"
"Standard",13,"05-08-22","08-07-23","Germany",49,"Female","Smart TV"
"Premium",14,"09-08-22","05-07-23","France",35,"Female","Laptop"
"Basic",10,"14-08-22","06-07-23","Brazil",34,"Male","Tablet"
"Standard",14,"15-08-22","05-07-23","Mexico",28,"Male","Smartphone"
"Premium",15,"16-08-22","07-07-23","Spain",49,"Female","Tablet"
"Basic",12,"25-08-22","04-07-23","Italy",51,"Female","Tablet"
"Premium",13,"27-08-22","06-07-23","Spain",36,"Male","Laptop"
"Basic",13,"06-09-22","06-07-23","Spain",37,"Male","Smart TV"
"Standard",11,"08-09-22","07-07-23","United States",48,"Male","Laptop"
"Standard",13,"13-09-22","04-07-23","Canada",45,"Female","Smart TV"
"Basic",11,"15-09-22","06-07-23","United States",39,"Male","Tablet"
"Premium",14,"19-09-22","05-07-23","United States",39,"Male","Smartphone"
"Basic",15,"22-09-22","07-07-23","Canada",46,"Female","Smart TV"
"Standard",13,"24-09-22","06-07-23","United Kingdom",30,"Female","Smartphone"
"Premium",10,"30-09-22","06-07-23","Australia",32,"Female","Smartphone"
"Basic",11,"03-10-22","05-07-23","Germany",39,"Male","Laptop"
"Premium",15,"08-10-22","07-07-23","France",35,"Female","Smartphone"
"Basic",15,"09-10-22","07-07-23","Brazil",41,"Female","Smartphone"
"Standard",11,"12-10-22","08-07-23","Mexico",32,"Female","Smart TV"
"Standard",14,"15-10-22","06-07-23","Spain",41,"Female","Smart TV"
"Basic",14,"17-10-22","06-07-23","Italy",36,"Female","Smart TV"
"Premium",15,"19-10-22","07-07-23","Spain",49,"Male","Laptop"
"Basic",11,"22-10-22","09-07-23","Spain",30,"Female","Smartphone"
"Standard",15,"23-10-22","06-07-23","United States",40,"Female","Smartphone"
"Premium",13,"27-10-22","07-07-23","Canada",46,"Female","Tablet"
"Basic",11,"28-10-22","06-07-23","United States",30,"Female","Smart TV"
"Premium",10,"01-11-22","08-07-23","United States",48,"Male","Laptop"
"Basic",11,"04-11-22","05-07-23","Canada",50,"Male","Tablet"
"Standard",11,"05-11-22","06-07-23","United Kingdom",27,"Male","Smart TV"
"Standard",14,"04-11-22","07-07-23","Australia",51,"Female","Laptop"
"Basic",11,"05-11-22","07-07-23","Germany",38,"Male","Smartphone"
"Premium",10,"04-11-22","05-07-23","France",39,"Male","Laptop"
"Basic",12,"05-11-22","05-07-23","Brazil",45,"Female","Smart TV"
"Standard",12,"03-11-22","06-07-23","Mexico",29,"Male","Laptop"
"Premium",13,"31-10-22","07-07-23","Spain",35,"Male","Smartphone"
"Basic",10,"26-10-22","04-07-23","Italy",51,"Female","Smart TV"
"Premium",11,"16-10-22","06-07-23","Spain",51,"Male","Smart TV"
"Basic",15,"16-10-22","07-07-23","Spain",42,"Female","Smartphone"
"Standard",13,"17-09-22","06-07-23","United States",48,"Female","Laptop"
"Standard",14,"12-09-22","04-07-23","Canada",40,"Male","Smart TV"
"Basic",13,"13-09-22","07-07-23","United States",39,"Male","Smart TV"
"Premium",14,"09-09-22","07-07-23","United States",44,"Male","Laptop"
"Basic",14,"03-09-22","06-07-23","Canada",27,"Female","Laptop"
"Standard",11,"31-08-22","05-07-23","United Kingdom",35,"Male","Tablet"
"Premium",14,"25-08-22","07-07-23","Australia",45,"Male","Smart TV"
"Basic",12,"15-08-22","07-07-23","Germany",33,"Male","Tablet"
"Premium",10,"16-08-22","07-07-23","France",32,"Female","Smart TV"
"Basic",11,"28-07-22","05-07-23","Brazil",51,"Female","Laptop"
"Standard",10,"28-07-22","06-07-23","Mexico",40,"Female","Tablet"
"Standard",15,"22-07-22","06-07-23","Spain",47,"Male","Laptop"
"Basic",13,"19-07-22","06-07-23","Italy",42,"Male","Smart TV"
"Premium",10,"16-07-22","06-07-23","Spain",41,"Male","Tablet"
"Basic",12,"15-07-22","09-07-23","Spain",43,"Male","Tablet"
"Standard",11,"16-07-22","05-07-23","United States",42,"Female","Tablet"
"Premium",14,"09-07-22","06-07-23","Canada",28,"Male","Smartphone"
"Basic",12,"07-07-22","05-07-23","United States",40,"Female","Laptop"
"Basic",15,"07-07-22","09-07-23","United States",46,"Female","Tablet"
"Basic",11,"06-07-22","05-07-23","Canada",39,"Female","Laptop"
"Standard",15,"30-06-22","06-07-23","United Kingdom",41,"Female","Smartphone"
"Premium",15,"27-06-22","05-07-23","Australia",30,"Male","Tablet"
"Basic",14,"28-06-22","08-07-23","Germany",32,"Male","Tablet"
"Basic",14,"28-06-22","06-07-23","France",38,"Male","Smart TV"
"Premium",11,"29-06-22","08-07-23","Brazil",38,"Male","Tablet"
"Standard",13,"01-07-22","06-07-23","Mexico",32,"Male","Smartphone"
"Standard",14,"03-07-22","07-07-23","Spain",27,"Male","Tablet"
"Basic",15,"04-07-22","06-07-23","Italy",50,"Female","Tablet"
"Premium",10,"10-07-22","07-07-23","Spain",30,"Male","Smartphone"
"Standard",11,"23-07-22","06-07-23","Spain",49,"Male","Smartphone"
"Basic",11,"24-07-22","07-07-23","United States",32,"Female","Laptop"
"Standard",14,"26-07-22","06-07-23","Canada",35,"Male","Smartphone"
"Premium",12,"07-08-22","08-07-23","United States",44,"Male","Tablet"
"Basic",13,"10-08-22","05-07-23","United States",49,"Female","Laptop"
"Premium",13,"14-08-22","06-07-23","Canada",39,"Male","Smartphone"
"Standard",12,"16-08-22","06-07-23","United Kingdom",38,"Female","Smartphone"
"Basic",10,"20-08-22","08-07-23","Australia",38,"Female","Laptop"
"Standard",11,"25-08-22","05-07-23","Germany",37,"Male","Smartphone"
"Premium",11,"28-08-22","07-07-23","France",28,"Male","Laptop"
"Basic",11,"05-09-22","06-07-23","Brazil",49,"Male","Tablet"
"Standard",13,"08-09-22","08-07-23","Mexico",33,"Female","Tablet"
"Premium",10,"14-09-22","05-07-23","Spain",48,"Male","Tablet"
"Basic",13,"16-09-22","06-07-23","Italy",34,"Male","Tablet"
"Premium",13,"19-09-22","06-07-23","Spain",39,"Female","Smartphone"
"Basic",15,"23-09-22","07-07-23","Spain",30,"Male","Tablet"
"Standard",10,"29-09-22","07-07-23","United States",37,"Male","Tablet"
"Standard",10,"02-10-22","06-07-23","Canada",38,"Male","Smart TV"
"Basic",12,"08-10-22","05-07-23","United States",42,"Female","Laptop"
"Premium",15,"09-10-22","07-07-23","United States",35,"Female","Laptop"
"Basic",14,"11-10-22","08-07-23","Canada",30,"Male","Tablet"
"Standard",15,"14-10-22","09-07-23","United Kingdom",48,"Female","Smart TV"
"Premium",14,"16-10-22","06-07-23","Australia",48,"Male","Tablet"
"Basic",13,"18-10-22","07-07-23","Germany",32,"Male","Laptop"
"Premium",15,"22-10-22","07-07-23","France",27,"Male","Smart TV"
"Basic",10,"23-10-22","09-07-23","Brazil",48,"Female","Laptop"
"Standard",12,"26-10-22","06-07-23","Mexico",33,"Male","Laptop"
"Standard",13,"27-10-22","07-07-23","Spain",28,"Male","Smartphone"
"Basic",15,"31-10-22","07-07-23","Italy",46,"Male","Laptop"
"Premium",11,"01-11-22","08-07-23","Spain",40,"Male","Laptop"
"Basic",13,"03-11-22","05-07-23","Spain",49,"Male","Smartphone"
"Standard",14,"04-11-22","06-07-23","United States",41,"Female","Tablet"
"Premium",13,"05-11-22","07-07-23","Canada",38,"Male","Tablet"
"Basic",13,"05-11-22","07-07-23","United States",42,"Female","Laptop"
"Premium",13,"05-11-22","05-07-23","United States",27,"Female","Smart TV"
"Basic",12,"05-11-22","06-07-23","Canada",41,"Female","Tablet"
"Standard",13,"03-11-22","07-07-23","United Kingdom",41,"Female","Tablet"
"Standard",11,"27-10-22","07-07-23","Australia",49,"Male","Laptop"
"Basic",14,"24-10-22","04-07-23","Germany",28,"Female","Smartphone"
"Premium",13,"17-10-22","07-07-23","France",44,"Male","Laptop"
"Basic",11,"06-10-22","07-07-23","Brazil",47,"Female","Tablet"
"Standard",12,"18-09-22","06-07-23","Mexico",29,"Male","Tablet"
"Premium",10,"17-09-22","04-07-23","Spain",31,"Female","Laptop"
"Basic",12,"13-09-22","08-07-23","Italy",28,"Female","Smart TV"
"Premium",15,"09-09-22","07-07-23","Spain",32,"Male","Smart TV"
"Basic",12,"02-09-22","07-07-23","Spain",43,"Male","Smartphone"
"Standard",13,"01-09-22","06-07-23","United States",48,"Male","Smart TV"
"Standard",10,"16-08-22","07-07-23","Canada",28,"Male","Laptop"
"Basic",14,"17-08-22","07-07-23","United States",31,"Female","Tablet"
"Premium",15,"29-07-22","07-07-23","United States",47,"Male","Laptop"
"Basic",13,"28-07-22","06-07-23","Canada",39,"Female","Smartphone"
"Standard",13,"25-07-22","07-07-23","United Kingdom",35,"Male","Smartphone"
"Premium",10,"26-07-22","06-07-23","Australia",42,"Female","Smartphone"
"Basic",11,"17-07-22","07-07-23","Germany",30,"Male","Smart TV"
"Premium",14,"16-07-22","06-07-23","France",34,"Male","Smartphone"
"Basic",11,"17-07-22","09-07-23","Brazil",35,"Male","Smartphone"
"Standard",12,"16-07-22","06-07-23","Mexico",31,"Female","Tablet"
"Standard",14,"16-07-22","07-07-23","Spain",36,"Female","Tablet"
"Basic",14,"12-07-22","06-07-23","Italy",31,"Female","Laptop"
"Premium",11,"10-07-22","09-07-23","Spain",32,"Male","Smart TV"
"Basic",10,"08-07-22","07-07-23","Spain",46,"Female","Smartphone"
"Standard",15,"29-06-22","07-07-23","United States",30,"Male","Tablet"
"Premium",12,"29-06-22","06-07-23","Canada",46,"Male","Laptop"
"Basic",12,"28-06-22","08-07-23","United States",44,"Female","Tablet"
"Basic",12,"29-06-22","06-07-23","United States",34,"Male","Tablet"
"Basic",13,"01-07-22","08-07-23","Canada",31,"Male","Tablet"
"Standard",13,"02-07-22","06-07-23","United Kingdom",34,"Male","Smart TV"
"Premium",12,"04-07-22","08-07-23","Australia",28,"Male","Laptop"
"Basic",10,"08-07-22","07-07-23","Germany",36,"Female","Smartphone"
"Basic",14,"20-07-22","09-07-23","France",48,"Female","Laptop"
"Premium",13,"23-07-22","06-07-23","Brazil",40,"Male","Smartphone"
"Standard",15,"26-07-22","07-07-23","Mexico",35,"Male","Smartphone"
"Standard",11,"30-07-22","07-07-23","Spain",41,"Male","Laptop"
"Basic",10,"08-08-22","08-07-23","Italy",28,"Female","Smartphone"
"Premium",12,"13-08-22","05-07-23","Spain",37,"Male","Tablet"
"Standard",12,"14-08-22","07-07-23","Spain",33,"Male","Smartphone"
"Basic",15,"16-08-22","06-07-23","United States",27,"Female","Tablet"
"Standard",14,"19-08-22","08-07-23","Canada",35,"Male","Tablet"
"Premium",10,"27-08-22","06-07-23","United States",27,"Male","Smartphone"
"Basic",15,"04-09-22","07-07-23","United States",29,"Female","Smartphone"
"Premium",12,"05-09-22","06-07-23","Canada",28,"Female","Laptop"
"Standard",12,"13-09-22","08-07-23","United Kingdom",33,"Female","Smartphone"
"Basic",10,"16-09-22","05-07-23","Australia",35,"Female","Smartphone"
"Standard",15,"18-09-22","06-07-23","Germany",37,"Female","Laptop"
"Premium",12,"20-09-22","06-07-23","France",31,"Male","Smartphone"
"Basic",13,"29-09-22","07-07-23","Brazil",27,"Male","Laptop"
"Standard",11,"30-09-22","08-07-23","Mexico",48,"Male","Tablet"
"Premium",15,"04-10-22","10-07-23","Spain",30,"Female","Smart TV"
"Basic",14,"08-10-22","07-07-23","Italy",45,"Male","Tablet"
"Premium",14,"10-10-22","07-07-23","Spain",28,"Male","Smart TV"
"Basic",12,"12-10-22","08-07-23","Spain",30,"Female","Laptop"
"Standard",15,"14-10-22","10-07-23","United States",48,"Male","Smartphone"
"Standard",10,"16-10-22","07-07-23","Canada",37,"Female","Laptop"
"Basic",15,"21-10-22","07-07-23","United States",28,"Female","Smartphone"
"Premium",14,"23-10-22","07-07-23","United States",43,"Female","Tablet"
"Basic",10,"25-10-22","09-07-23","Canada",36,"Male","Laptop"
"Standard",15,"26-10-22","06-07-23","United Kingdom",47,"Male","Laptop"
"Premium",10,"29-10-22","07-07-23","Australia",42,"Male","Smart TV"
"Basic",15,"31-10-22","07-07-23","Germany",50,"Male","Laptop"
"Premium",13,"02-11-22","08-07-23","France",41,"Male","Tablet"
"Basic",13,"03-11-22","05-07-23","Brazil",43,"Male","Laptop"
"Standard",13,"05-11-22","07-07-23","Mexico",35,"Male","Laptop"
"Standard",10,"06-11-22","07-07-23","Spain",51,"Male","Smart TV"
"Basic",15,"06-11-22","07-07-23","Italy",35,"Male","Tablet"
"Premium",10,"07-11-22","05-07-23","Spain",37,"Male","Smart TV"
"Basic",10,"04-11-22","06-07-23","Spain",28,"Female","Smartphone"
"Standard",14,"02-11-22","07-07-23","United States",32,"Female","Smartphone"
"Premium",13,"27-10-22","07-07-23","Canada",37,"Female","Tablet"
"Basic",11,"18-10-22","05-07-23","United States",37,"Female","Tablet"
"Premium",12,"07-10-22","08-07-23","United States",34,"Female","Smart TV"
"Basic",15,"04-10-22","07-07-23","Canada",30,"Female","Tablet"
"Standard",14,"17-09-22","07-07-23","United Kingdom",35,"Male","Tablet"
"Standard",14,"15-09-22","06-07-23","Australia",41,"Female","Laptop"
"Basic",13,"10-09-22","08-07-23","Germany",50,"Female","Tablet"
"Premium",11,"09-09-22","08-07-23","France",48,"Female","Laptop"
"Basic",12,"09-09-22","08-07-23","Brazil",29,"Male","Smart TV"
"Standard",12,"07-09-22","06-07-23","Mexico",37,"Male","Tablet"
"Premium",15,"08-09-22","08-07-23","Spain",36,"Female","Tablet"
"Basic",15,"14-08-22","07-07-23","Italy",45,"Male","Tablet"
"Premium",15,"06-08-22","08-07-23","Spain",27,"Female","Smart TV"
"Basic",12,"06-08-22","06-07-23","Spain",31,"Female","Tablet"
"Standard",11,"29-07-22","09-07-23","United States",42,"Female","Tablet"
"Standard",15,"28-07-22","06-07-23","Canada",43,"Female","Smartphone"
"Basic",13,"24-07-22","07-07-23","United States",43,"Male","Smart TV"
"Premium",15,"22-07-22","06-07-23","United States",35,"Female","Laptop"
"Basic",13,"19-07-22","10-07-23","Canada",51,"Male","Laptop"
"Standard",13,"17-07-22","07-07-23","United Kingdom",42,"Female","Smartphone"
"Premium",13,"16-07-22","07-07-23","Australia",36,"Male","Tablet"
"Basic",13,"13-07-22","07-07-23","Germany",50,"Female","Tablet"
"Premium",15,"14-07-22","09-07-23","France",43,"Female","Laptop"
"Basic",11,"07-07-22","07-07-23","Brazil",28,"Male","Laptop"
"Standard",10,"06-07-22","09-07-23","Mexico",48,"Female","Smart TV"
"Standard",14,"30-06-22","07-07-23","Spain",47,"Female","Tablet"
"Basic",12,"30-06-22","09-07-23","Italy",31,"Male","Smart TV"
"Premium",14,"01-07-22","06-07-23","Spain",45,"Male","Laptop"
"Basic",15,"02-07-22","09-07-23","Spain",45,"Female","Tablet"
"Standard",14,"03-07-22","06-07-23","United States",42,"Female","Smart TV"
"Premium",12,"06-07-22","08-07-23","Canada",36,"Female","Tablet"
"Basic",14,"07-07-22","07-07-23","United States",32,"Male","Smart TV"
"Basic",10,"15-07-22","09-07-23","United States",50,"Male","Tablet"
"Basic",14,"17-07-22","06-07-23","Canada",39,"Male","Smart TV"
"Standard",10,"26-07-22","08-07-23","United Kingdom",51,"Male","Smartphone"
"Premium",14,"05-08-22","07-07-23","Australia",49,"Female","Tablet"
"Basic",14,"12-08-22","09-07-23","Germany",42,"Male","Tablet"
"Basic",12,"14-08-22","06-07-23","France",46,"Male","Tablet"
"Premium",12,"15-08-22","07-07-23","Brazil",30,"Male","Smartphone"
"Standard",10,"18-08-22","07-07-23","Mexico",48,"Male","Smart TV"
"Standard",12,"21-08-22","09-07-23","Spain",40,"Female","Laptop"
"Basic",10,"04-09-22","06-07-23","Italy",50,"Female","Smart TV"
"Premium",15,"05-09-22","07-07-23","Spain",49,"Female","Laptop"
"Standard",11,"08-09-22","07-07-23","Spain",37,"Male","Smartphone"
"Basic",12,"15-09-22","08-07-23","United States",43,"Male","Laptop"
"Standard",15,"17-09-22","06-07-23","Canada",40,"Female","Tablet"
"Premium",14,"19-09-22","09-07-23","United States",27,"Male","Laptop"
"Basic",10,"23-09-22","06-07-23","United States",47,"Male","Smart TV"
"Premium",11,"26-09-22","08-07-23","Canada",50,"Male","Smartphone"
"Standard",12,"30-09-22","08-07-23","United Kingdom",31,"Female","Smartphone"
"Basic",10,"07-10-22","10-07-23","Australia",33,"Male","Smartphone"
"Standard",13,"09-10-22","07-07-23","Germany",42,"Female","Tablet"
"Premium",14,"12-10-22","07-07-23","France",51,"Female","Laptop"
"Basic",12,"13-10-22","08-07-23","Brazil",43,"Female","Smartphone"
"Standard",15,"14-10-22","10-07-23","Mexico",45,"Female","Smart TV"
"Premium",13,"19-10-22","07-07-23","Spain",48,"Female","Tablet"
"Basic",14,"20-10-22","07-07-23","Italy",48,"Female","Smart TV"
"Premium",12,"22-10-22","08-07-23","Spain",30,"Male","Smartphone"
"Basic",15,"24-10-22","09-07-23","Spain",29,"Female","Tablet"
"Standard",10,"28-10-22","06-07-23","United States",28,"Male","Tablet"
"Standard",12,"30-10-22","08-07-23","Canada",46,"Female","Laptop"
"Basic",13,"01-11-22","08-07-23","United States",45,"Male","Smart TV"
"Premium",12,"03-11-22","08-07-23","United States",30,"Male","Tablet"
"Basic",13,"04-11-22","06-07-23","Canada",44,"Female","Laptop"
"Standard",14,"05-11-22","07-07-23","United Kingdom",46,"Male","Laptop"
"Premium",13,"06-11-22","08-07-23","Australia",36,"Female","Tablet"
"Basic",12,"07-11-22","08-07-23","Germany",27,"Female","Smartphone"
"Premium",14,"05-11-22","05-07-23","France",43,"Male","Laptop"
"Basic",11,"05-11-22","09-07-23","Brazil",48,"Female","Smartphone"
"Standard",12,"06-11-22","08-07-23","Mexico",36,"Female","Smartphone"
"Standard",10,"03-11-22","07-07-23","Spain",44,"Male","Smart TV"
"Basic",11,"22-10-22","06-07-23","Italy",41,"Female","Tablet"
"Premium",12,"22-10-22","09-07-23","Spain",29,"Female","Smart TV"
"Basic",13,"15-10-22","09-07-23","Spain",28,"Female","Smartphone"
"Standard",11,"24-09-22","07-07-23","United States",36,"Female","Smartphone"
"Premium",15,"15-09-22","06-07-23","Canada",36,"Female","Smart TV"
"Basic",14,"15-09-22","08-07-23","United States",40,"Male","Laptop"
"Premium",11,"12-09-22","08-07-23","United States",35,"Female","Tablet"
"Basic",14,"12-09-22","09-07-23","Canada",34,"Female","Smartphone"
"Standard",10,"11-09-22","07-07-23","United Kingdom",46,"Male","Laptop"
"Standard",14,"11-09-22","08-07-23","Australia",47,"Female","Smart TV"
"Basic",12,"16-08-22","07-07-23","Germany",32,"Female","Smartphone"
"Premium",13,"12-08-22","08-07-23","France",45,"Male","Smartphone"
"Basic",10,"02-08-22","07-07-23","Brazil",31,"Female","Smartphone"
"Standard",11,"01-08-22","10-07-23","Mexico",49,"Male","Laptop"
"Premium",11,"29-07-22","07-07-23","Spain",33,"Female","Smartphone"
"Basic",12,"28-07-22","08-07-23","Italy",30,"Male","Smartphone"
"Premium",11,"25-07-22","08-07-23","Spain",48,"Female","Laptop"
"Basic",14,"20-07-22","10-07-23","Spain",49,"Female","Tablet"
"Standard",13,"16-07-22","08-07-23","United States",43,"Male","Laptop"
"Standard",14,"16-07-22","08-07-23","Canada",46,"Female","Laptop"
"Basic",12,"15-07-22","07-07-23","United States",33,"Male","Smartphone"
"Premium",15,"13-07-22","09-07-23","United States",31,"Female","Smartphone"
"Basic",13,"06-07-22","07-07-23","Canada",44,"Female","Smart TV"
"Standard",10,"03-07-22","09-07-23","United Kingdom",34,"Male","Smart TV"
"Premium",15,"04-07-22","07-07-23","Australia",41,"Male","Laptop"
"Basic",10,"03-07-22","09-07-23","Germany",42,"Male","Laptop"
"Premium",15,"03-07-22","07-07-23","France",38,"Female","Laptop"
"Basic",13,"04-07-22","10-07-23","Brazil",31,"Female","Tablet"
"Standard",11,"05-07-22","06-07-23","Mexico",35,"Female","Smartphone"
"Standard",15,"07-07-22","08-07-23","Spain",32,"Male","Smartphone"
"Basic",15,"08-07-22","07-07-23","Italy",39,"Male","Smartphone"
"Premium",12,"13-07-22","10-07-23","Spain",42,"Male","Laptop"
"Basic",11,"15-07-22","06-07-23","Spain",31,"Male","Tablet"
"Standard",14,"01-08-22","08-07-23","United States",38,"Male","Tablet"
"Premium",13,"11-08-22","08-07-23","Canada",48,"Male","Smart TV"
"Basic",14,"13-08-22","09-07-23","United States",29,"Male","Tablet"
"Basic",10,"15-08-22","06-07-23","United States",43,"Female","Smart TV"
"Basic",13,"16-08-22","08-07-23","Canada",49,"Female","Smartphone"
"Standard",14,"18-08-22","08-07-23","United Kingdom",50,"Male","Smartphone"
"Premium",14,"25-08-22","09-07-23","Australia",50,"Male","Smartphone"
"Basic",14,"29-08-22","06-07-23","Germany",51,"Male","Smart TV"
"Basic",11,"04-09-22","09-07-23","France",29,"Male","Tablet"
"Premium",11,"13-09-22","07-07-23","Brazil",50,"Female","Smartphone"
"Standard",12,"14-09-22","08-07-23","Mexico",39,"Female","Tablet"
"Standard",10,"17-09-22","06-07-23","Spain",27,"Female","Smart TV"
"Basic",15,"18-09-22","10-07-23","Italy",29,"Male","Smart TV"
"Premium",15,"23-09-22","07-07-23","Spain",28,"Male","Tablet"
"Standard",11,"27-09-22","08-07-23","Spain",46,"Male","Smartphone"
"Basic",14,"04-10-22","08-07-23","United States",50,"Female","Tablet"
"Standard",12,"09-10-22","11-07-23","Canada",33,"Female","Tablet"
"Premium",14,"10-10-22","07-07-23","United States",32,"Female","Tablet"
"Basic",12,"11-10-22","08-07-23","United States",38,"Male","Smart TV"
"Premium",13,"13-10-22","09-07-23","Canada",49,"Male","Smart TV"
"Standard",12,"15-10-22","10-07-23","United Kingdom",50,"Male","Laptop"
"Basic",13,"20-10-22","07-07-23","Australia",37,"Female","Laptop"
"Standard",15,"21-10-22","08-07-23","Germany",33,"Female","Laptop"
"Premium",11,"23-10-22","09-07-23","France",33,"Female","Tablet"
"Basic",15,"25-10-22","09-07-23","Brazil",46,"Male","Smartphone"
"Standard",10,"27-10-22","07-07-23","Mexico",28,"Male","Smartphone"
"Premium",11,"30-10-22","08-07-23","Spain",33,"Male","Tablet"
"Basic",15,"01-11-22","09-07-23","Italy",45,"Male","Laptop"
"Premium",14,"02-11-22","09-07-23","Spain",43,"Male","Laptop"
"Basic",11,"04-11-22","06-07-23","Spain",49,"Female","Smartphone"
"Standard",13,"06-11-22","07-07-23","United States",41,"Female","Tablet"
"Standard",14,"07-11-22","09-07-23","Canada",39,"Female","Smartphone"
"Basic",14,"06-11-22","08-07-23","United States",45,"Female","Smartphone"
"Premium",15,"07-11-22","06-07-23","United States",38,"Male","Tablet"
"Basic",15,"07-11-22","10-07-23","Canada",30,"Male","Smart TV"
"Standard",12,"03-11-22","08-07-23","United Kingdom",27,"Female","Smart TV"
"Premium",15,"03-11-22","08-07-23","Australia",36,"Female","Smartphone"
"Basic",15,"31-10-22","06-07-23","Germany",36,"Female","Tablet"
